サンプル番号	PWM値	ロリコン	ロリコン速度	20個平均		近似曲線		
422	13940	888	3	3.80952381		4.234 	56.769 	
423	13960	891	5	3.904761905		4.238 	56.821 	
424	13980	896	3	3.80952381		4.241 	56.873 	
425	14000	899	5	3.904761905		4.245 	56.925 	
426	14020	904	4	3.952380952		4.249 	56.977 	
427	14040	908	3	3.904761905		4.253 	57.029 	57
428	14060	911	5	4		4.257 	57.080 	
429	14080	916	3	4		4.261 	57.132 	
430	14100	919	3	4.095238095		4.265 	57.183 	
431	14120	922	4	4.095238095		4.268 	57.234 	
432	14140	926	3	4.047619048		4.272 	57.285 	
433	14160	929	2	4.19047619		4.276 	57.336 	
434	14180	931	2	4.285714286		4.280 	57.387 	
435	14200	933	4	4.476190476		4.284 	57.438 	
436	14220	937	5	4.523809524		4.287 	57.488 	
437	14240	942	3	4.523809524		4.291 	57.539 	
438	14260	945	5	4.523809524		4.295 	57.589 	
439	14280	950	5	4.428571429		4.299 	57.639 	
440	14300	955	5	4.428571429		4.302 	57.689 	
441	14320	960	3	4.428571429		4.306 	57.739 	
442	14340	963	5	4.428571429		4.310 	57.789 	
443	14360	968	5	4.333333333		4.313 	57.839 	
444	14380	973	3	4.333333333		4.317 	57.889 	
445	14400	976	5	4.333333333		4.321 	57.938 	
446	14420	981	6	4.238095238		4.325 	57.988 	58
447	14440	987	3	4.238095238		4.328 	58.037 	
448	14460	990	5	4.380952381		4.332 	58.087 	
449	14480	995	5	4.380952381		4.336 	58.136 	
450	14500	1000	5	4.380952381		4.339 	58.185 	
451	14520	1005	3	4.285714286		4.343 	58.234 	
452	14540	1008	3	4.285714286		4.347 	58.282 	
453	14560	1011	6	4.380952381		4.350 	58.331 	
454	14580	1017	4	4.380952381		4.354 	58.380 	
455	14600	1021	6	4.333333333		4.357 	58.428 	
456	14620	1027	5	4.333333333		4.361 	58.477 	
457	14640	1032	5	4.333333333		4.365 	58.525 	
458	14660	1037	3	4.238095238		4.368 	58.573 	
459	14680	1040	3	4.380952381		4.372 	58.621 	
460	14700	1043	5	4.428571429		4.375 	58.669 	
461	14720	1048	5	4.333333333		4.379 	58.717 	
462	14740	1053	3	4.333333333		4.383 	58.765 	
463	14760	1056	3	4.476190476		4.386 	58.812 	
464	14780	1059	5	4.476190476		4.390 	58.860 	
465	14800	1064	3	4.380952381		4.393 	58.907 	
466	14820	1067	3	4.476190476		4.397 	58.955 	
467	14840	1070	6	4.619047619		4.400 	59.002 	59
468	14860	1076	6	4.476190476		4.404 	59.049 	
469	14880	1082	5	4.333333333		4.407 	59.096 	
470	14900	1087	5	4.238095238		4.411 	59.143 	
471	14920	1092	3	4.238095238		4.414 	59.190 	
472	14940	1095	3	4.238095238		4.418 	59.237 	
473	14960	1098	5	4.238095238		4.421 	59.283 	
474	14980	1103	6	4.238095238		4.425 	59.330 	
475	15000	1109	3	4.19047619		4.428 	59.376 	
476	15020	1112	6	4.19047619		4.432 	59.423 	
477	15040	1118	5	4.19047619		4.435 	59.469 	
478	15060	1123	3	4.095238095		4.438 	59.515 	
479	15080	1126	6	4.238095238		4.442 	59.561 	
480	15100	1132	4	4.095238095		4.445 	59.607 	
481	15120	1136	3	4.142857143		4.449 	59.653 	
482	15140	1139	5	4.238095238		4.452 	59.699 	
483	15160	1144	6	4.142857143		4.456 	59.744 	
484	15180	1150	3	4.142857143		4.459 	59.790 	
485	15200	1153	3	4.19047619		4.462 	59.835 	
486	15220	1156	5	4.19047619		4.466 	59.881 	
487	15240	1161	6	4.238095238		4.469 	59.926 	
488	15260	1167	3	4.142857143		4.472 	59.971 	
489	15280	1170	3	4.285714286		4.476 	60.016 	60
490	15300	1173	3	4.285714286		4.479 	60.061 	
491	15320	1176	5	4.428571429		4.483 	60.106 	
492	15340	1181	3	4.428571429		4.486 	60.151 	
493	15360	1184	3	4.428571429		4.489 	60.196 	
494	15380	1187	5	4.428571429		4.493 	60.241 	
495	15400	1192	5	4.428571429		4.496 	60.285 	
496	15420	1197	3	4.333333333		4.499 	60.330 	
497	15440	1200	6	4.428571429		4.503 	60.374 	
498	15460	1206	3	4.238095238		4.506 	60.418 	
499	15480	1209	6	4.238095238		4.509 	60.462 	
500	15500	1215	3	4.19047619		4.512 	60.507 	
501	15520	1218	5	4.19047619		4.516 	60.551 	
502	15540	1223	5	4.238095238		4.519 	60.595 	
503	15560	1228	3	4.238095238		4.522 	60.638 	
504	15580	1231	6	4.380952381		4.526 	60.682 	
505	15600	1237	4	4.238095238		4.529 	60.726 	
506	15620	1241	3	4.19047619		4.532 	60.769 	
507	15640	1244	6	4.333333333		4.535 	60.813 	
508	15660	1250	4	4.238095238		4.538 	60.856 	
509	15680	1254	6	4.19047619		4.542 	60.900 	
510	15700	1260	3	4.142857143		4.545 	60.943 	
511	15720	1263	6	4.285714286		4.548 	60.986 	61
512	15740	1269	5	4.19047619		4.551 	61.029 	
513	15760	1274	3	4.238095238		4.555 	61.072 	
514	15780	1277	3	4.380952381		4.558 	61.115 	
515	15800	1280	5	4.523809524		4.561 	61.158 	
516	15820	1285	3	4.428571429		4.564 	61.201 	
517	15840	1288	5	4.428571429		4.567 	61.243 	
518	15860	1293	2	4.428571429		4.571 	61.286 	
519	15880	1295	3	4.476190476		4.574 	61.329 	
520	15900	1298	5	4.571428571		4.577 	61.371 	
521	15920	1303	3	4.571428571		4.580 	61.413 	
522	15940	1306	6	4.571428571		4.583 	61.456 	
523	15960	1312	5	4.428571429		4.586 	61.498 	
524	15980	1317	6	4.380952381		4.589 	61.540 	
525	16000	1323	3	4.333333333		4.593 	61.582 	
526	16020	1326	3	4.380952381		4.596 	61.624 	
527	16040	1329	6	4.380952381		4.599 	61.666 	
528	16060	1335	4	4.238095238		4.602 	61.707 	
529	16080	1339	3	4.333333333		4.605 	61.749 	
530	16100	1342	5	4.380952381		4.608 	61.791 	
531	16120	1347	6	4.285714286		4.611 	61.832 	
532	16140	1353	4	4.238095238		4.614 	61.874 	
533	16160	1357	6	4.333333333		4.617 	61.915 	
534	16180	1363	6	4.19047619		4.621 	61.956 	
535	16200	1369	6	4.047619048		4.624 	61.998 	62
536	16220	1375	3	4.047619048		4.627 	62.039 	
537	16240	1378	3	4.142857143		4.630 	62.080 	
538	16260	1381	5	4.238095238		4.633 	62.121 	
539	16280	1386	3	4.285714286		4.636 	62.162 	
540	16300	1389	5	4.380952381		4.639 	62.203 	
541	16320	1394	5	4.380952381		4.642 	62.243 	
542	16340	1399	3	4.333333333		4.645 	62.284 	
543	16360	1402	3	4.380952381		4.648 	62.325 	
544	16380	1405	4	4.523809524		4.651 	62.365 	
545	16400	1409	5	4.571428571		4.654 	62.406 	
546	16420	1414	4	4.523809524		4.657 	62.446 	
547	16440	1418	3	4.476190476		4.660 	62.486 	
548	16460	1421	3	4.619047619		4.663 	62.527 	
549	16480	1424	6	4.714285714		4.666 	62.567 	
550	16500	1430	4	4.666666667		4.669 	62.607 	
551	16520	1434	3	4.761904762		4.672 	62.647 	
552	16540	1437	5	4.904761905		4.675 	62.687 	
553	16560	1442	6	4.952380952		4.678 	62.727 	
554	16580	1448	3	4.857142857		4.681 	62.767 	
555	16600	1451	3	4.904761905		4.684 	62.806 	
556	16620	1454	6	4.952380952		4.687 	62.846 	
557	16640	1460	5	4.952380952		4.690 	62.886 	
558	16660	1465	5	4.904761905		4.693 	62.925 	
559	16680	1470	6	4.904761905		4.696 	62.965 	
560	16700	1476	5	4.857142857		4.699 	63.004 	63
561	16720	1481	5	4.857142857		4.702 	63.043 	
562	16740	1486	4	4.904761905		4.705 	63.083 	
563	16760	1490	4	4.904761905		4.707 	63.122 	
564	16780	1494	6	4.904761905		4.710 	63.161 	
565	16800	1500	5	4.904761905		4.713 	63.200 	
566	16820	1505	4	5		4.716 	63.239 	
567	16840	1509	3	5.095238095		4.719 	63.278 	
568	16860	1512	6	5.238095238		4.722 	63.317 	
569	16880	1518	5	5.238095238		4.725 	63.355 	
570	16900	1523	5	5.142857143		4.728 	63.394 	
571	16920	1528	6	5.095238095		4.731 	63.433 	
572	16940	1534	6	4.952380952		4.734 	63.471 	
573	16960	1540	6	4.904761905		4.736 	63.510 	
574	16980	1546	4	4.857142857		4.739 	63.548 	
575	17000	1550	4	4.761904762		4.742 	63.587 	
576	17020	1554	4	4.761904762		4.745 	63.625 	
577	17040	1558	6	4.761904762		4.748 	63.663 	
578	17060	1564	4	4.761904762		4.751 	63.701 	
579	17080	1568	5	4.80952381		4.754 	63.739 	
580	17100	1573	5	4.80952381		4.756 	63.777 	
581	17120	1578	5	4.761904762		4.759 	63.815 	
582	17140	1583	6	4.714285714		4.762 	63.853 	
583	17160	1589	4	4.619047619		4.765 	63.891 	
584	17180	1593	4	4.714285714		4.768 	63.929 	
585	17200	1597	6	4.666666667		4.770 	63.967 	
586	17220	1603	7	4.571428571		4.773 	64.004 	64
587	17240	1610	6	4.523809524		4.776 	64.042 	
588	17260	1616	6	4.428571429		4.779 	64.079 	
589	17280	1622	6	4.428571429		4.782 	64.117 	
590	17300	1628	3	4.333333333		4.784 	64.154 	
591	17320	1631	4	4.523809524		4.787 	64.191 	
592	17340	1635	3	4.523809524		4.790 	64.229 	
593	17360	1638	5	4.666666667		4.793 	64.266 	
594	17380	1643	5	4.714285714		4.796 	64.303 	
595	17400	1648	2	4.761904762		4.798 	64.340 	
596	17420	1650	4	4.904761905		4.801 	64.377 	
597	17440	1654	4	4.857142857		4.804 	64.414 	
598	17460	1658	6	4.904761905		4.807 	64.451 	
599	17480	1664	5	4.857142857		4.809 	64.488 	
600	17500	1669	5	4.904761905		4.812 	64.525 	
601	17520	1674	4	4.952380952		4.815 	64.561 	
602	17540	1678	4	5.047619048		4.818 	64.598 	
603	17560	1682	4	5.142857143		4.820 	64.634 	
604	17580	1686	6	5.142857143		4.823 	64.671 	
605	17600	1692	3	5.142857143		4.826 	64.707 	
606	17620	1695	4	5.285714286		4.828 	64.744 	
607	17640	1699	6	5.285714286		4.831 	64.780 	
608	17660	1705	4	5.285714286		4.834 	64.816 	
609	17680	1709	6	5.333333333		4.837 	64.853 	
610	17700	1715	4	5.238095238		4.839 	64.889 	
611	17720	1719	7	5.333333333		4.842 	64.925 	
612	17740	1726	4	5.285714286		4.845 	64.961 	
613	17760	1730	6	5.285714286		4.847 	64.997 	65
614	17780	1736	6	5.333333333		4.850 	65.033 	
615	17800	1742	6	5.333333333		4.853 	65.069 	
616	17820	1748	5	5.285714286		4.855 	65.104 	
617	17840	1753	3	5.238095238		4.858 	65.140 	
618	17860	1756	5	5.285714286		4.861 	65.176 	
619	17880	1761	5	5.285714286		4.863 	65.212 	
620	17900	1766	6	5.238095238		4.866 	65.247 	
621	17920	1772	6	5.142857143		4.869 	65.283 	
622	17940	1778	6	5.047619048		4.871 	65.318 	
623	17960	1784	6	4.904761905		4.874 	65.354 	
624	17980	1790	4	4.80952381		4.877 	65.389 	
625	18000	1794	6	4.904761905		4.879 	65.424 	
626	18020	1800	6	4.857142857		4.882 	65.459 	
627	18040	1806	4	4.80952381		4.884 	65.495 	
628	18060	1810	6	4.80952381		4.887 	65.530 	
629	18080	1816	5	4.80952381		4.890 	65.565 	
630	18100	1821	4	4.80952381		4.892 	65.600 	
631	18120	1825	6	4.80952381		4.895 	65.635 	
632	18140	1831	6	4.80952381		4.897 	65.670 	
633	18160	1837	4	4.714285714		4.900 	65.704 	
634	18180	1841	7	4.80952381		4.903 	65.739 	
635	18200	1848	6	4.666666667		4.905 	65.774 	
636	18220	1854	5	4.571428571		4.908 	65.809 	
637	18240	1859	4	4.619047619		4.910 	65.843 	
638	18260	1863	4	4.761904762		4.913 	65.878 	
639	18280	1867	5	4.761904762		4.916 	65.912 	
640	18300	1872	4	4.666666667		4.918 	65.947 	
641	18320	1876	4	4.666666667		4.921 	65.981 	
642	18340	1880	4	4.761904762		4.923 	66.016 	66
643	18360	1884	3	4.857142857		4.926 	66.050 	
644	18380	1887	4	5		4.928 	66.084 	
645	18400	1891	6	5.047619048		4.931 	66.118 	
646	18420	1897	5	4.952380952		4.933 	66.152 	
647	18440	1902	5	4.904761905		4.936 	66.187 	
648	18460	1907	4	4.857142857		4.939 	66.221 	
649	18480	1911	6	4.952380952		4.941 	66.255 	
650	18500	1917	5	4.857142857		4.944 	66.288 	
651	18520	1922	4	4.904761905		4.946 	66.322 	
652	18540	1926	6	4.904761905		4.949 	66.356 	
653	18560	1932	4	4.952380952		4.951 	66.390 	
654	18580	1936	6	5.047619048		4.954 	66.424 	
655	18600	1942	4	4.952380952		4.956 	66.457 	
656	18620	1946	4	5.047619048		4.959 	66.491 	
657	18640	1950	6	5.047619048		4.961 	66.525 	
658	18660	1956	7	5.047619048		4.964 	66.558 	
659	18680	1963	4	5		4.966 	66.592 	
660	18700	1967	3	5.047619048		4.969 	66.625 	
661	18720	1970	4	5.142857143		4.971 	66.658 	
662	18740	1974	6	5.142857143		4.974 	66.692 	
663	18760	1980	6	5.142857143		4.976 	66.725 	
664	18780	1986	6	5.047619048		4.979 	66.758 	
665	18800	1992	5	5.047619048		4.981 	66.791 	
666	18820	1997	4	5.095238095		4.984 	66.824 	
667	18840	2001	4	5.095238095		4.986 	66.857 	
668	18860	2005	4	5.19047619		4.988 	66.890 	
669	18880	2009	6	5.142857143		4.991 	66.923 	
670	18900	2015	4	5.095238095		4.993 	66.956 	
671	18920	2019	6	5.19047619		4.996 	66.989 	67
672	18940	2025	4	5.095238095		4.998 	67.022 	
673	18960	2029	7	5.19047619		5.001 	67.055 	
674	18980	2036	6	5.047619048		5.003 	67.088 	
675	19000	2042	4	5.047619048		5.006 	67.120 	
676	19020	2046	6	5.142857143		5.008 	67.153 	
677	19040	2052	4	5.047619048		5.010 	67.185 	
678	19060	2056	6	5.142857143		5.013 	67.218 	
679	19080	2062	6	5.142857143		5.015 	67.250 	
680	19100	2068	5	5.047619048		5.018 	67.283 	
681	19120	2073	5	5		5.020 	67.315 	
682	19140	2078	4	4.952380952		5.023 	67.348 	
683	19160	2082	6	4.952380952		5.025 	67.380 	
684	19180	2088	4	4.952380952		5.027 	67.412 	
685	19200	2092	6	5		5.030 	67.444 	
686	19220	2098	6	5		5.032 	67.476 	
687	19240	2104	4	5		5.035 	67.509 	
688	19260	2108	6	5		5.037 	67.541 	
689	19280	2114	3	4.904761905		5.039 	67.573 	
690	19300	2117	5	5.047619048		5.042 	67.605 	
691	19320	2122	6	5		5.044 	67.636 	
692	19340	2128	4	5		5.047 	67.668 	
693	19360	2132	6	4.952380952		5.049 	67.700 	
694	19380	2138	4	4.952380952		5.051 	67.732 	
695	19400	2142	6	5.095238095		5.054 	67.764 	
696	19420	2148	6	5.095238095		5.056 	67.795 	
697	19440	2154	4	5		5.058 	67.827 	
698	19460	2158	6	5.095238095		5.061 	67.859 	
699	19480	2164	6	5.095238095		5.063 	67.890 	
700	19500	2170	4	5.095238095		5.065 	67.922 	
701	19520	2174	4	5.095238095		5.068 	67.953 	
702	19540	2178	4	5.19047619		5.070 	67.985 	
703	19560	2182	4	5.285714286		5.072 	68.016 	68
704	19580	2186	6	5.333333333		5.075 	68.047 	
705	19600	2192	5	5.380952381		5.077 	68.078 	
706	19620	2197	6	5.333333333		5.079 	68.110 	
707	19640	2203	6	5.380952381		5.082 	68.141 	
708	19660	2209	4	5.380952381		5.084 	68.172 	
709	19680	2213	4	5.476190476		5.086 	68.203 	
710	19700	2217	6	5.571428571		5.089 	68.234 	
711	19720	2223	4	5.571428571		5.091 	68.265 	
712	19740	2227	6	5.666666667		5.093 	68.296 	
713	19760	2233	3	5.666666667		5.096 	68.327 	
714	19780	2236	6	5.714285714		5.098 	68.358 	
715	19800	2242	7	5.571428571		5.100 	68.389 	
716	19820	2249	6	5.428571429		5.103 	68.420 	
717	19840	2255	4	5.428571429		5.105 	68.450 	
718	19860	2259	6	5.428571429		5.107 	68.481 	
719	19880	2265	6	5.333333333		5.109 	68.512 	
720	19900	2271	6	5.333333333		5.112 	68.542 	
721	19920	2277	4	5.380952381		5.114 	68.573 	
722	19940	2281	6	5.523809524		5.116 	68.604 	
723	19960	2287	6	5.571428571		5.119 	68.634 	
724	19980	2293	5	5.571428571		5.121 	68.665 	
725	20000	2298	7	5.666666667		5.123 	68.695 	
726	20020	2305	4	5.666666667		5.125 	68.725 	
727	20040	2309	7	5.666666667		5.128 	68.756 	
728	20060	2316	6	5.619047619		5.130 	68.786 	
729	20080	2322	6	5.666666667		5.132 	68.816 	
730	20100	2328	6	5.619047619		5.134 	68.846 	
731	20120	2334	6	5.619047619		5.137 	68.877 	
732	20140	2340	6	5.571428571		5.139 	68.907 	
733	20160	2346	6	5.619047619		5.141 	68.937 	
734	20180	2352	4	5.666666667		5.143 	68.967 	
735	20200	2356	3	5.761904762		5.146 	68.997 	69
736	20220	2359	4	5.904761905		5.148 	69.027 	
737	20240	2363	6	5.904761905		5.150 	69.057 	
738	20260	2369	4	5.80952381		5.152 	69.087 	
739	20280	2373	4	5.857142857		5.155 	69.116 	
740	20300	2377	6	5.857142857		5.157 	69.146 	
741	20320	2383	7	5.761904762		5.159 	69.176 	
742	20340	2390	7	5.619047619		5.161 	69.206 	
743	20360	2397	7	5.476190476		5.163 	69.235 	
744	20380	2404	6	5.333333333		5.166 	69.265 	
745	20400	2410	7	5.333333333		5.168 	69.295 	
746	20420	2417	7	5.285714286		5.170 	69.324 	
747	20440	2424	4	5.142857143		5.172 	69.354 	
748	20460	2428	6	5.142857143		5.174 	69.383 	
749	20480	2434	7	5.142857143		5.177 	69.413 	
750	20500	2441	5	5.095238095		5.179 	69.442 	
751	20520	2446	6	5.047619048		5.181 	69.471 	
752	20540	2452	5	5.095238095		5.183 	69.501 	
753	20560	2457	7	5.047619048		5.185 	69.530 	
754	20580	2464	7	5		5.188 	69.559 	
755	20600	2471	6	4.857142857		5.190 	69.589 	
756	20620	2477	6	4.761904762		5.192 	69.618 	
757	20640	2483	4	4.666666667		5.194 	69.647 	
758	20660	2487	4	4.666666667		5.196 	69.676 	
759	20680	2491	5	4.666666667		5.198 	69.705 	
760	20700	2496	4	4.619047619		5.201 	69.734 	
761	20720	2500	4	4.666666667		5.203 	69.763 	
762	20740	2504	4	4.666666667		5.205 	69.792 	
763	20760	2508	4	4.666666667		5.207 	69.821 	
764	20780	2512	4	4.80952381		5.209 	69.850 	
765	20800	2516	6	4.857142857		5.211 	69.878 	
766	20820	2522	6	4.904761905		5.213 	69.907 	
767	20840	2528	4	4.80952381		5.216 	69.936 	
768	20860	2532	4	4.80952381		5.218 	69.965 	
769	20880	2536	6	4.80952381		5.220 	69.993 	70
770	20900	2542	6	4.857142857		5.222 	70.022 	
771	20920	2548	4	4.904761905		5.224 	70.051 	
772	20940	2552	7	5.047619048		5.226 	70.079 	
773	20960	2559	4	5.047619048		5.228 	70.108 	
774	20980	2563	6	5.238095238		5.231 	70.136 	
775	21000	2569	4	5.142857143		5.233 	70.165 	
776	21020	2573	4	5.238095238		5.235 	70.193 	
777	21040	2577	4	5.238095238		5.237 	70.221 	
778	21060	2581	4	5.238095238		5.239 	70.250 	
779	21080	2585	4	5.333333333		5.241 	70.278 	
780	21100	2589	4	5.428571429		5.243 	70.306 	
781	21120	2593	5	5.523809524		5.245 	70.335 	
782	21140	2598	4	5.571428571		5.247 	70.363 	
783	21160	2602	4	5.571428571		5.250 	70.391 	
784	21180	2606	7	5.571428571		5.252 	70.419 	
785	21200	2613	5	5.476190476		5.254 	70.447 	
786	21220	2618	7	5.571428571		5.256 	70.475 	
787	21240	2625	4	5.523809524		5.258 	70.503 	
788	21260	2629	4	5.666666667		5.260 	70.531 	
789	21280	2633	4	5.666666667		5.262 	70.559 	
790	21300	2637	7	5.666666667		5.264 	70.587 	
791	21320	2644	7	5.666666667		5.266 	70.615 	
792	21340	2651	7	5.666666667		5.268 	70.643 	
793	21360	2658	7	5.571428571		5.270 	70.671 	
794	21380	2665	8	5.523809524		5.272 	70.698 	
795	21400	2673	4	5.380952381		5.275 	70.726 	
796	21420	2677	6	5.428571429		5.277 	70.754 	
797	21440	2683	4	5.428571429		5.279 	70.782 	
798	21460	2687	4	5.571428571		5.281 	70.809 	
799	21480	2691	6	5.571428571		5.283 	70.837 	
800	21500	2697	6	5.476190476		5.285 	70.864 	
801	21520	2703	6	5.476190476		5.287 	70.892 	
802	21540	2709	6	5.380952381		5.289 	70.919 	
803	21560	2715	4	5.380952381		5.291 	70.947 	
804	21580	2719	4	5.428571429		5.293 	70.974 	
805	21600	2723	5	5.523809524		5.295 	71.002 	71
806	21620	2728	7	5.476190476		5.297 	71.029 	
807	21640	2735	6	5.476190476		5.299 	71.056 	
808	21660	2741	7	5.476190476		5.301 	71.084 	
809	21680	2748	4	5.380952381		5.303 	71.111 	
810	21700	2752	4	5.476190476		5.305 	71.138 	
811	21720	2756	7	5.571428571		5.307 	71.165 	
812	21740	2763	7	5.476190476		5.309 	71.192 	
813	21760	2770	5	5.428571429		5.311 	71.220 	
814	21780	2775	6	5.380952381		5.313 	71.247 	
815	21800	2781	5	5.428571429		5.315 	71.274 	
816	21820	2786	5	5.523809524		5.317 	71.301 	
817	21840	2791	6	5.523809524		5.319 	71.328 	
818	21860	2797	7	5.523809524		5.321 	71.355 	
819	21880	2804	4	5.476190476		5.323 	71.382 	
820	21900	2808	4	5.476190476		5.325 	71.409 	
821	21920	2812	6	5.523809524		5.327 	71.435 	
822	21940	2818	4	5.571428571		5.329 	71.462 	
823	21960	2822	6	5.666666667		5.331 	71.489 	
824	21980	2828	5	5.571428571		5.333 	71.516 	
825	22000	2833	6	5.666666667		5.335 	71.542 	
826	22020	2839	4	5.571428571		5.337 	71.569 	
827	22040	2843	7	5.714285714		5.339 	71.596 	
828	22060	2850	6	5.666666667		5.341 	71.622 	
829	22080	2856	5	5.571428571		5.343 	71.649 	
830	22100	2861	6	5.666666667		5.345 	71.676 	
831	22120	2867	6	5.571428571		5.347 	71.702 	
832	22140	2873	5	5.619047619		5.349 	71.729 	
833	22160	2878	6	5.619047619		5.351 	71.755 	
834	22180	2884	4	5.619047619		5.353 	71.782 	
835	22200	2888	7	5.714285714		5.355 	71.808 	
836	22220	2895	7	5.714285714		5.357 	71.834 	
837	22240	2902	5	5.571428571		5.359 	71.861 	
838	22260	2907	6	5.666666667		5.361 	71.887 	
839	22280	2913	6	5.666666667		5.363 	71.913 	
840	22300	2919	4	5.714285714		5.365 	71.940 	
841	22320	2923	5	5.714285714		5.367 	71.966 	
842	22340	2928	7	5.761904762		5.369 	71.992 	72
843	22360	2935	6	5.714285714		5.371 	72.018 	
844	22380	2941	4	5.761904762		5.373 	72.044 	
845	22400	2945	7	5.761904762		5.375 	72.070 	
846	22420	2952	4	5.619047619		5.377 	72.096 	
847	22440	2956	7	5.714285714		5.379 	72.122 	
848	22460	2963	6	5.619047619		5.381 	72.148 	
849	22480	2969	4	5.666666667		5.383 	72.174 	
850	22500	2973	7	5.666666667		5.384 	72.200 	
851	22520	2980	4	5.523809524		5.386 	72.226 	
852	22540	2984	7	5.571428571		5.388 	72.252 	
853	22560	2991	5	5.523809524		5.390 	72.278 	
854	22580	2996	6	5.619047619		5.392 	72.304 	
855	22600	3002	6	5.619047619		5.394 	72.330 	
856	22620	3008	7	5.666666667		5.396 	72.355 	
857	22640	3015	4	5.571428571		5.398 	72.381 	
858	22660	3019	7	5.714285714		5.400 	72.407 	
859	22680	3026	6	5.619047619		5.402 	72.432 	
860	22700	3032	7	5.666666667		5.404 	72.458 	
861	22720	3039	4	5.666666667		5.406 	72.484 	
862	22740	3043	6	5.666666667		5.408 	72.509 	
863	22760	3049	6	5.714285714		5.409 	72.535 	
864	22780	3055	7	5.619047619		5.411 	72.560 	
865	22800	3062	4	5.619047619		5.413 	72.586 	
866	22820	3066	4	5.619047619		5.415 	72.611 	
867	22840	3070	6	5.761904762		5.417 	72.637 	
868	22860	3076	5	5.666666667		5.419 	72.662 	
869	22880	3081	7	5.714285714		5.421 	72.688 	
870	22900	3088	4	5.714285714		5.423 	72.713 	
871	22920	3092	4	5.714285714		5.425 	72.738 	
872	22940	3096	5	5.857142857		5.426 	72.763 	
873	22960	3101	6	5.952380952		5.428 	72.789 	
874	22980	3107	7	5.904761905		5.430 	72.814 	
875	23000	3114	6	5.80952381		5.432 	72.839 	
876	23020	3120	7	5.761904762		5.434 	72.864 	
877	23040	3127	5	5.761904762		5.436 	72.889 	
878	23060	3132	7	5.761904762		5.438 	72.915 	
879	23080	3139	5	5.666666667		5.440 	72.940 	
880	23100	3144	7	5.761904762		5.442 	72.965 	
881	23120	3151	7	5.761904762		5.443 	72.990 	73
882	23140	3158	4	5.666666667		5.445 	73.015 	
883	23160	3162	7	5.80952381		5.447 	73.040 	
884	23180	3169	4	5.666666667		5.449 	73.065 	
885	23200	3173	7	5.761904762		5.451 	73.090 	
886	23220	3180	4	5.666666667		5.453 	73.114 	
887	23240	3184	7	5.761904762		5.455 	73.139 	
888	23260	3191	4	5.714285714		5.456 	73.164 	
889	23280	3195	6	5.761904762		5.458 	73.189 	
890	23300	3201	7	5.761904762		5.460 	73.214 	
891	23320	3208	4	5.761904762		5.462 	73.239 	
892	23340	3212	7	5.80952381		5.464 	73.263 	
893	23360	3219	7	5.761904762		5.466 	73.288 	
894	23380	3226	5	5.761904762		5.467 	73.313 	
895	23400	3231	5	5.761904762		5.469 	73.337 	
896	23420	3236	5	5.714285714		5.471 	73.362 	
897	23440	3241	7	5.80952381		5.473 	73.386 	
898	23460	3248	5	5.666666667		5.475 	73.411 	
899	23480	3253	5	5.761904762		5.477 	73.435 	
900	23500	3258	7	5.857142857		5.478 	73.460 	
901	23520	3265	7	5.904761905		5.480 	73.484 	
902	23540	3272	5	5.80952381		5.482 	73.509 	
903	23560	3277	7	5.904761905		5.484 	73.533 	
904	23580	3284	4	5.904761905		5.486 	73.558 	
905	23600	3288	6	5.904761905		5.488 	73.582 	
906	23620	3294	5	5.952380952		5.489 	73.606 	
907	23640	3299	6	6.047619048		5.491 	73.631 	
908	23660	3305	6	6.047619048		5.493 	73.655 	
909	23680	3311	5	6.047619048		5.495 	73.679 	
910	23700	3316	6	6		5.497 	73.704 	
911	23720	3322	7	6.047619048		5.498 	73.728 	
912	23740	3329	5	5.952380952		5.500 	73.752 	
913	23760	3334	6	5.952380952		5.502 	73.776 	
914	23780	3340	7	5.904761905		5.504 	73.800 	
915	23800	3347	5	5.857142857		5.506 	73.824 	
916	23820	3352	4	5.952380952		5.507 	73.848 	
917	23840	3356	7	5.952380952		5.509 	73.872 	
918	23860	3363	4	5.952380952		5.511 	73.896 	
919	23880	3367	7	6.095238095		5.513 	73.920 	
920	23900	3374	7	5.952380952		5.515 	73.944 	
921	23920	3381	8	5.952380952		5.516 	73.968 	
922	23940	3389	5	5.952380952		5.518 	73.992 	74
923	23960	3394	7	5.952380952		5.520 	74.016 	
924	23980	3401	7	5.857142857		5.522 	74.040 	
925	24000	3408	4	5.80952381		5.523 	74.064 	
926	24020	3412	7	5.952380952		5.525 	74.088 	
927	24040	3419	7	5.80952381		5.527 	74.111 	
928	24060	3426	6	5.761904762		5.529 	74.135 	
929	24080	3432	6	5.761904762		5.531 	74.159 	
930	24100	3438	4	5.80952381		5.532 	74.183 	
931	24120	3442	7	5.857142857		5.534 	74.206 	
932	24140	3449	5	5.714285714		5.536 	74.230 	
933	24160	3454	5	5.761904762		5.538 	74.254 	
934	24180	3459	5	5.857142857		5.539 	74.277 	
935	24200	3464	6	5.952380952		5.541 	74.301 	
936	24220	3470	7	5.904761905		5.543 	74.324 	
937	24240	3477	4	5.80952381		5.545 	74.348 	
938	24260	3481	7	5.952380952		5.546 	74.371 	
939	24280	3488	7	5.952380952		5.548 	74.395 	
940	24300	3495	4	5.952380952		5.550 	74.418 	
